$ICAO,$Registration,$Operator,$Type,$ICAO Type,#CMPG,$Tag 1,$#Tag 2,$#Tag 3,Category
A5AEA1,N46502,Private,Ryan Recruit ST3-KR,PT22,Civ,,,,
A5C5FE,N471NA,Neptune Aviation Services,BAe 146 200,B462,Civ,,,,
A5CD6C,N473NA,Neptune Aviation Services,BAe 146-200 A,B462,Civ,,,,
A5D123,N474NA,Neptune Aviation Services,BAe 146 200,B462,Civ,,,,
A5DAB1,N4767,Private,Zivko Edge 540,EDGE,Civ,,,,
A5E57A,N4794N,ACTS Aviation,Vultee BT-13A Valiant,VALI,Civ,,,,
A5E76F,N48NC,Private,Schleicher ASH 31 Mi,AS31,Civ,,,,
A63A5D,N500EJ,Berlin Airlift Historical Foundation,Douglas C-54D,DC4,Civ,,,,
A641A1,N502CS,ISR Platforms,Cessna 337 Super Skymaster,C337,Civ,ISR,,,
A64B8C,N50429,The Flying Bulls,Fairchild PT-19,FA62,Civ,,,,
A64E14,N505SA,New Mexico State Police,Seabird Seeker SB7L-360A,SB7,Pol,,,,
A65179,N506NU,NASA,AeroVironmentAN/FQM-117b,UAV,Gov,,,,
A65530,N507NU,NASA,AeroVironmentAN/FQM-117b,UAV,Gov,,,,
A66E1C,N513RS,Yankee Air Force,WACO YMF-5,WACF,Civ,,,,
A68945,N520DM,Bear Defence,Grob G-520 Egrett,EGRT,Civ,,,,
A68959,N520EG,Private,Grob G-520 Egrett,EGRT,Civ,,,,
A692E1,N5221K,Private,Ryan Navion B,NAVI,Civ,,,,
A6AA76,N529B,Commemorative Air Force,Boeing B-29A-60-BN Superfortress,B29,Civ,,,,
A6BC9A,N533LP,FRG III,Pipistrel Alpha Trainer,PIAT,Civ,,,,
A6C946,N5361V,Philadelplhia Glider Council,Grob G103 Twin Astir,G103,Civ,,,,
A6D983,N540SG,Private,Zivko Edge 540,EDGE,Civ,,,,
A6E2A7,N5427,Private,Travel Air 4000,TVL4,Civ,,,,
A6FD98,N55FJ,Aeromedevac,Learjet 55,LJ55,Civ,,,,
A71331,N555NG,Private,Ryan Navion A,NAVI,Civ,,,,
A71508,N5555C,Private,Cessna 170A,C170,Civ,,,,
A76997,N577NA,NASA,Boeing 777 246ER,B772,Gov,,,,
A780ED,N5829D,County of Henrico VA,Piper PA-46,PA46,Gov,,,,
A79DB2,N590D,Private,Cessna O-2A Skymaster,C337,Civ,,,,
A7C4E6,N60A,5-State Helicopters Inc,Sikorsky UH-60A Black Hawk,UH60,Civ,,,,
A7D40F,N603TB,Lifetime Tax and Accounting,Rutan Defiant,DEFI,Civ,,,,
A7E4F1,N60795,National WASP WWII Museum,Vultee BT-13A Valiant,VALI,Civ,,,,
A7E9AD,N609LE,AgustaWestland Philadelphia,AgustaWestland AW609,B609,Civ,,,,
A7E9B0,N609LH,AgustaWestland Philadelphia,AgustaWestland AW609,B609,Civ,,,,
A7E9F4,N609PA,AgustaWestland Philadelphia,AgustaWestland AW609,B609,Civ,,,,
A7E9FB,N609PH,AgustaWestland Philadelphia,AgustaWestland AW609,B609,Civ,,,,
A7EDF1,N61RW,Sol Aerial Surveys,Cessna 320E Executive Skyknight,C320,Civ,,,,
A7F38F,N611MG,ISR Platforms,Cessna 337 Super Skymaster,C337,Civ,ISR,,,
A7F432,N611TV,Sky Helicopters,Robinson R66 Turbine Newscopter,R66,Civ,,,,
A811AD,N619RJ,Aeromedevac,Eclipse Aviation EA500,EA50,Civ,,,,
A815BF,N62V,Dynamic Avlease Inc,Beech U-21A Ute (A90-1),U21,Civ,,,,
A85052,N635AC,AeroFlite,BAe 146-300,B463,Civ,,,,
A87429,N644AT,Air Ambulance by Air Trek,Cessna Citation III,C650,Civ,,,,
A8787D,N645H,Private,Curtiss-Wright Travel Air 4000 E,TVL4,Civ,,,,
A88B11,N65HA,Louisiana Department of Wildlife and Fisheries,Quest Aircraft Company Kodiak 100,K100,Gov,,,,
A88CCC,N650AT,Air Ambulance by Air Trek,Cessna Citation VII,C650,Civ,,,,
A8CF4F,N667MB,REVA Air Ambulance,Learjet 55,LJ55,Civ,,,,
A90961,N68102,Blackbriar Aero,Grumman G-44 Widgeon,G44,Civ,,,,
A91DE9,N687HB,Inflight Medical Services International,Mitsubishi MU-2B -36,MU2,Civ,,,,
A9247C,N68884,Barren Creek,Helio HT-295 Courier,COUR,Civ,,,,
A92949,N69KL,The Flying Bulls,Sukhoi Su-29,SU29,Civ,,,,
A92A52,N69WA,Keystone Aerial Surveys,Cessna T210N Turbo Centurion,T210,Civ,,,,
A93195,N69158,Gullwing Aviation Holdings,Consolidated Vultee BT-15 Valiant,VALI,Civ,,,,
A93F88,N695Z,Sanborn Map Company,Gulfstream Jetprop Commander 695A,AC95,Civ,,,,
A947B9,N69745,Private,Stinson Reliant V-77,RELI,Civ,,,,
A94F8D,N69972,Docs Friends,Boeing B-29-70-BW Superfortress,B29,Civ,,,,
A95C79,N702F,Station Casinos,Boeing 737-MAX8-BBJ,B38M,Civ,,,,
A9697F,N7050F,Houston Police Department,Gippsaero GA-8 Airvan,GA8,Pol,,,,
A97C0C,N710,US Department of the Interior,Quest Kodiak 100,K100,Gov,,,,
A980DE,N711MG,Gulf Flight Inc.,Mikoyan Gurevich MiG-21,MG21,Civ,,,,
A9880C,N713JT,Private,Vought F4U-4 Corsair,CORS,Civ,,,,
A988EC,N713TS,Cactus Jack Airlines,Embraer Lineage 1000,E190,Civ,,,,
A99113,N71502,Private,Vultee BT-13B Valiant,VALI,Civ,,,,
A999DF,N718BA,Boeing,Boeing 747 Dreamlifter,BLCF,Civ,,,,
A9CB4B,N730CP,Aero Air,Cessna Citation M2,C25M,Civ,,,,
A9D64A,N733BA,Boeing Company,Boeing 737-MAX7-BBJ,B37M,Civ,,,,
A9F008,N73985,Los Angeles Fire Department,Bell 47G-3B-1,B47G,Gov,,,,
A9F04D,N74BC,Private,Velocity SE-RG,VELO,Civ,,,,
AA0CA7,N747BC,Boeing,Boeing 747 Dreamlifter,BLCF,Civ,,,,
AA198B,N75V,Dynamic Avlease Inc,Beech U-21A Ute (A90-1),U21,Civ,,,,
AA198E,N75VC,Sunshine Aero,NA Sabreliner,SBR1,Civ,,,,
AA19EF,N75Z,Dynamic Avlease Inc,Beech U-21A Ute (A90-1),U21,Civ,,,,
AA4395,N760X,Aerotechnics Aviation,MS.760 Paris,MS76,Civ,,,,
AA651D,N769Y,Private,Brunner-Winkle Bird CK,ZZZZ,Civ,,,,
AA688A,N77VA,Tom Cruise,Honda Jet,HDJT,Civ,,,,
AA84D4,N777UK,Leonard Blavatnik,Boeing 777-217ER,B772,Civ,,,,
AA90A0,N780BA,Boeing,Boeing 747 Dreamlifter,BLCF,Civ,,,,
AA955C,N781MM,Mandalay Resorts,Embraer Legacy 500,E550,Civ,,,,
AA9913,N782MM,Mandalay Resorts,Embraer Legacy 500,E550,Civ,,,,
AA9992,N782SP,Samaritans Purse,Douglas DC-8 72CF,DC87,Civ,,,,
AAA438,N785MM,Mandalay Resorts,Embraer Lineage 1000E,E190,Civ,,,,
AAC7F5,N794MA,Inflight Medical Services International,Mitsubishi MU-2B -60,MU2,Civ,,,,
AADE79,N8PJ,Faith Life Church Inc,Raytheon 390,PRM1,Civ,,,,
AAEE31,N803NC,North Carolina Forest Service,Kodiak 100,K100,Gov,,,,
AB1270,N812SX,Falcon Landing LLC,Not Yet Allocated,ZZZZ,Civ,,,,
AB14A2,N813BH,1st Choice Solutions,Lockwood Aircam,ACAM,Civ,,,,
AB2764,N818DE,Mt Gilead Full Gospel International Ministries,Cessna 650 Citation,C650,Civ,,,,
AB2F19,N82GA,CAF Airpower Museum,Douglas SBD-5 Dauntless,SBD,Civ,,,,
AB3C55,N823DK,Private,IAR IAR-823,IR23,Civ,,,,
AB4EEA,N828DM,Private,Christen Eagle II,EAGL,Civ,,,,
AB63B9,N833CH,Private,Beech Staggerwing D17S,BE17,Civ,,,,
AB6C11,N835MS,Private,Rutan Long-EZ,LGEZ,Civ,,,,
AB817F,N840SX,Falcon Landing LLC,Not Yet Allocated,ZZZZ,Civ,,,,
AB8265,N8401S,Private,Lake Renegade LA-250,LA25,Civ,,,,
AB8326,N8407,Experimental Aircraft Association,Ford 4-AT-E Trimotor,TRIM,Civ,,,,
AB9639,N846AX,Omni Air International,Boeing 777 2U8ER,B772,Civ,,,,
ABAB9D,N851FS,Seminole Boosters Inc.,Cessna Citation CJ2,C25A,Civ,,,,
ABBECF,N856NA,NASA,AeromotAMT-200S TG-14A Super Ximango,RF10,Gov,,,,
ABE924,N867DA,The Arizona Cardinals,Boeing 777,B772,Civ,,,,
ABF602,N87WS,Keystone Aerial Surveys,Cessna 441 Conquest II,C441,Civ,,,,
ABF8B4,N8700F,Houston Police Department,Schweizer 269 C,H269,Pol,,,,
AC225D,N881JJ,Five Guys Enterprises,Gulfstream G450,G450,Civ,,,,
AC29D3,N883JS,Private,Jonker JS-3 Rapture Electric Sailplane,JS3E,Civ,,,,
AC2DC7,N884MC,Chevron USA,Embraer Praetor 600,E550,Civ,,,,
AC606C,N897MD,Aero Air,Cessna Citation M2,C25M,Civ,,,,
AC6819,N899PS,Modular Solutions,Hester Walker WH-4 Harpoon,WH4,Civ,,,,
AC6C53,N9UY,Private,Schempp-Hirth Ventus 2CM,VENT,Civ,,,,
AC877F,N906WW,Win Aviation,Short 330,SH33,Civ,,,,
AC964C,N91WF,Louisiana Department of Wildlife and Fisheries,Kodiak Aircraft Kodiak 100,K100,Gov,,,,
AC9DF5,N9119,Biplane Rides of America,New Standard D-25,D25,Civ,,,,
ACA128,N9125H,Private,Howard DG-15P,DG15,Civ,,,,
ACA270,N913GK,Private,Jonker JS-3 Rapture,GLID,Civ,,,,
ACA743,N914TU,Meyer Aircraft,Lockwood Aircam,ACAM,Civ,,,,
ACA778,N914VX,Private,Celier Xenon IV,XNON,Civ,,,,
ACB129,NX917F,Red Star Aero Services LLC,Mikoyan-Gurevich MiG-17,MG17,Civ,,,,
ACBB1C,N91945,Marine Aviation Museum,Douglas AD-4NA Skyraider,A1,Civ,,,,
ACD5A1,N926NA,NASA,Martin/General Dynamics WB-57F Canberra,WB57,Gov,,,,
ACD958,N927NA,NASA,Martin/General Dynamics WB-57F Canberra,WB57,Gov,,,,
ACDD0F,N928NA,NASA,Martin/General Dynamics WB-57F Canberra,WB57,Gov,,,,
ACDD88,N928SX,Falcon Landing LLC,Not Yet Allocated,ZZZZ,Civ,,,,
ACE34F,N93,Unknown Owner,Vultee BT-13A Valiant,VALI,Civ,,,,
ACE73A,N930SA,Spectrum Medical Aviation Inc Trustee,SOCATA TBM 930,TBM9,Civ,,,,
ACE97A,N931BA,Private,ICON A5,A5,Civ,,,,
ACEFF0,N9323Z,Commemorative Air Force,Boeing B-17G Flying Fortress,B17,Civ,,,,
AD0B27,N94DN,Spur Aviation Services,de Havilland Canada DHC-2 Beaver (Turbo),DH2T,Civ,,,,
AD0EEA,N940U,Sanborn Map Company,Rockwell Turbo Commander 680W,AC80,Civ,,,,
AD120C,N941NA,NASA,Boeing 377-SGT-201,SGUP,Gov,,,,
AD1B6F,N94352,Private,ERCO Ercoupe 415-C,ERCO,Civ,,,,
AD251E,N946TC,Chick-Fil-A,Embraer Praetor 600,E550,Civ,,,,
AD2D55,N94804,Private,Ercoupe 415-E,ERCO,Civ,,,,
AD46BF,N9546T,Aerographics (DOJ),Cessna 210 Centurion,C210,Gov,,,,
AD63CB,N962CE,Everts Air Cargo,McDonnell Douglas MD80,MD83,Civ,,,,
AD77D3,N967TC,Chick-Fil-A,Embraer Praetor 500,E545,Civ,,,,
AD82FB,N97TF,Terell Enterprises,Lake LA-250 Renegade,LA25,Civ,,,,
AD84BA,N970MB,Sky High Leasing LLC,Kaman K-1200 K-Max,KMAX,Civ,,,,
AD9EC7,N977MP,Martin's Famous Pastry Shoppe,Cessna 441 Conquest,C441,Civ,,,,
ADA776,N9790K,Private,Stinson 108,S108,Civ,,,,
ADD4B2,N990XB,Boom Technology,Boom XB-1,XB1,Civ,,,,
ADD6B1,N991DM,The Flying Bulls,Cessna 337 Skymaster,C337,Civ,,,,
ADE8EC,N996,Marine Aviation Museum,Mikoyan Gurevich MiG-15,MG15,Civ,,,,
ADFE8A,61-2666,USAF,Boeing NC-135W,C135,Mil,,,,
AE08D5,61-2670,USAF,Boeing OC-135B,C135,Mil,,,,
AE08D6,61-2672,USAF,Boeing OC-135B,C135,Mil,,,,
AE0941,61-2667,USAF,Boeing WC-135W,C135,Mil,,,,
AE13E5,62-3582,USAF,Boeing WC-135C,C135,Mil,,,,
AE1762,166760,United States Marine Corps,Bell Textron AH-1Z Viper,SUCO,Mil,,,,
AE176F,166768,United States Marine Corps,Bell Textron UH-1Y Venom,UH1Y,Mil,,,,
AE1817,167806,United States Marine Corps,Bell Textron UH-1Y Venom,UH1Y,Mil,,,,
AE1818,167807,United States Marine Corps,Bell Textron UH-1Y Venom,UH1Y,Mil,,,,
AE20FD,166946,United Stats Navy,Boeing EA-18G Growler,F18S,Mil,Electronic Warfare,,,
AE2211,84-0048,USAF,DHC E-9A,DH8A,Mil,,,,
AE27A6,84-0047,USAF,DHC E-9A,DH8A,Mil,,,,
AE5026,167792,USAF,Bell MQ-8B,UAV,Mil,,,,
AE5FA5,19-46058,USAF,Boeing KC-46A Pegasus,KC46,Mil,,,,
AE6D75,21-7002,USAF,Boeing-Saab T-7 Red Hawk,BT7,Mil,,,,
C0010A,C-FAKF,Private,AutoGyro Europe Cavalon,CLON,Civ,,,,
C005E9,C-FCGE,PAL Aerospace,DHC-8-102A,DH8A,Civ,,,,
C02E82,C-FRPX,SkyCare Air Ambulance,Swearingen Merlin,SW2,Civ,,,,
C02F67,C-FRYS,McCain Foods,Learjet 75,LJ75,Civ,,,,
C03480,C-FTWX,Top Aces Inc,Israel Aircraft Industries 1124 Westwind,WW24,Civ,,,,
C03D1A,C-FXDP,SkyCare Air Ambulance,IAI 1124 Westwind,WW24,Civ,,,,
C04605,C-GANK,United Nations,DHC-8-100,DH8A,Gov,,,,
C04B8E,C-GCPX,SkyCare Air Ambulance,Swearingen Merlin,SW2,Civ,,,,
C058DE,C-GHQZ,United Nations,DHC-8-100,DH8A,Gov,,,,
C059DF,C-GIAW,SkyCare Air Ambulance,IAI 1124 Westwind,WW24,Civ,,,,
C065E7,C-GMPI,Royal Canadian Mounted Police,Quest Aircraft Company Kodiak 100,KODI,Pol,,,,
C07DD7,C-GVRA,Canadian Warplane Heritage,Avro Lancaster MK X,LANC,Mil,,,,
E20086,GN-816,Argentine Federal Police,SOCATA TBM 700B,TBM8,Pol,,,,
E47D2A,PT-MGS,State Gov of Minas Gerais,Cessna Citation VII,C650,Gov,,,,
E482D0,PR-ERR,State Gov of Roraima,Learjet 55C,LJ55,Gov,,,,
E49210,2853,Brazilian Air Force,Embraer KC-390,KC39,Mil,,,,
E494A3,FAB2855,Brazilian Air Force,Embraer KC-390,KC39,Mil,,,,
E80642,921,Chilean Air Force,Boeing 737-58N,B735,Mil,,,,
E850DE,PNE-222,Ecuadorian National Police,Piper PA-34 200T,PA34,Pol,,,,
E8C233,AE563,Peruvian Navy,Fokker F60,F60,Mil,,,,
E8C235,AE565,Peruvian Navy,Fokker F60,F60,Mil,,,,
E8C236,AE566,Peruvian Navy,Fokker F60,F60,Mil,,,,
E90546,CX-CBS,Government of Uruguay,Hawker Siddeley 125 600A,H25A,Gov,,,,
E90E0E,CX-MIE,Uruguay Police,Robinson R66,R66,Pol,,,,
